time,susceptible,exposed,infected,recovered,new_exposed,new_infected,new_recovered,deaths
195,0.05591270508029202,4.009531489051095e-06,7.704741160583941e-06,0.8986873328467139,3.1971054744525485e-07,6.402231094890504e-07,1.2170299051094901e-06,0.045388234087591225
196,0.05591240488321175,3.7168938321167834e-06,7.161335437956209e-06,0.8986884635036482,2.972647956204377e-07,5.926125182481762e-07,1.1326240729926998e-06,0.045388237153284654
197,0.05591212534306568,3.4473856934306573e-06,6.655241861313868e-06,0.8986895182481743,2.7616733576642324e-07,5.491437299270074e-07,1.0522007956204363e-06,0.04538824014598537
198,0.055911864708029245,3.1986726496350403e-06,6.18192848175183e-06,0.8986904941605843,2.5673872992700726e-07,5.097582700729924e-07,9.805534014598519e-07,0.0453882427007299
199,0.05591162005839406,2.9694806934306627e-06,5.7394750729927074e-06,0.8986914240875901,2.385036496350359e-07,4.732266058394144e-07,9.141763649635012e-07,0.0453882439416058
200,0.055911395262773646,2.756584656934307e-06,5.329761109489051e-06,0.898692275182482,2.2140804379561968e-07,4.397552116788309e-07,8.483888832116765e-07,0.045388244817518214
201,0.05591118251094898,2.558972124087597e-06,4.948945802919709e-06,0.8986930605839413,2.05518248175182e-07,4.0804005109489e-07,7.88176547445255e-07,0.04538824532846712
202,0.055910989620437945,2.375643394160582e-06,4.591853999999989e-06,0.8986937978102193,1.9092181751824792e-07,3.782446569343068e-07,7.350371897810212e-07,0.04538824562043792
203,0.055910808262773705,2.2052958613138706e-06,4.258837116788318e-06,0.8986944890510937,1.771781532846711e-07,3.5115169343065677e-07,6.840517883211675e-07,0.04538824576642332
204,0.05591063983211679,2.0480049708029175e-06,3.951094627737222e-06,0.8986951102189793,1.642282189781013e-07,3.2523443795620396e-07,6.32925832116788e-07,0.045388245839416023
205,0.055910483518248205,1.9025506277372235e-06,3.670612708029195e-06,0.8986956854014603,1.5240664963503584e-07,3.0234306569343066e-07,5.828176861313869e-07,0.045388245839416023
206,0.05591033705839419,1.7672871313868618e-06,3.4119584379562024e-06,0.8986962386861306,1.416707372262772e-07,2.818376131386866e-07,5.40491883211679e-07,0.045388245839416023
207,0.05591019914598544,1.6423142189781024e-06,3.169951197080296e-06,0.8986967467153278,1.316527737226273e-07,2.623556131386863e-07,5.043628540145984e-07,0.045388245839416023
